,0
1934,PLIPA2E161pp: h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p
1935,MTHFR2: 2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
1936,PLIPA2E180pp: h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p
1937,PLIPA2E181pp: h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p
1938,PLIPA2G120pp: h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p
1939,PHEMEabcpp: atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
1940,PHEMEtiex: pheme_p --> pheme_e
1941,PHETA1: akg_c + phe__L_c <=> glu__L_c + phpyr_c
1942,PHETRS: atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c
1943,PLIPA2G140pp: h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p
1944,PLIPA2G141pp: h2o_p + pg141_p --> 1agpg141_p + h_p + ttdcea_p
1945,PLIPA2G160pp: h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p
1946,PLIPA2G161pp: h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p
1947,PLIPA2G180pp: h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p
1948,PHEt2rpp: h_p + phe__L_p <=> h_c + phe__L_c
1949,PHEtex: phe__L_e <=> phe__L_p
1950,PHYTSpp: 6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p
1951,PIt2rpp: h_p + pi_p <=> h_c + pi_c
1952,PItex: pi_e <=> pi_p
1953,PIuabcpp: atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c
1954,PLIPA2G181pp: h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p
1955,PMANM: man1p_c <=> man6p_c
1956,PMDPHT: 5aprbu_c + h2o_c --> 4r5au_c + pi_c
1957,PLIPA1A120pp: h2o_p + pa120_p --> 2ddecg3p_p + ddca_p
1958,MTRI: 5mdr1p_c <=> 5mdru1p_c
1959,PLIPA1A140pp: h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p
1960,PLIPA1A141pp: h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p
1961,PMPK: 4ampm_c + atp_c --> 2mahmp_c + adp_c
1962,PNTK: atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
1963,PNTOt4pp: na1_p + pnto__R_p --> na1_c + pnto__R_c
1964,PNTOtex: pnto__R_e <=> pnto__R_p
1965,PLIPA1A160pp: h2o_p + pa160_p --> 2hdecg3p_p + hdca_p
1966,PLIPA1A161pp: h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p
1967,POX: h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c
1968,MTRK: 5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c
1969,PPA: h2o_c + ppi_c --> h_c + 2.0 pi_c
1970,PLIPA1A180pp: h2o_p + pa180_p --> 2odecg3p_p + ocdca_p
1971,PLIPA1A181pp: h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
1972,PPA2: h2o_c + pppi_c --> h_c + pi_c + ppi_c
1973,PLIPA1E120pp: h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
1974,PPAKr: adp_c + ppap_c <=> atp_c + ppa_c
1975,MTRPOX: Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c
1976,PPALtex: ppal_e <=> ppal_p
1977,PPALtpp: ppal_c <=> ppal_p
1978,PPAt4pp: na1_p + ppa_p --> na1_c + ppa_c
1979,PPAtex: ppa_e <=> ppa_p
1980,PLIPA1E140pp: h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p
1981,PLIPA1E141pp: h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p
1982,PLIPA1E160pp: h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p
1983,PLIPA1E161pp: h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p
1984,PLIPA1E180pp: h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
1985,PLIPA1E181pp: h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
1986,PLIPA1G120pp: h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
1987,PLIPA1G140pp: h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
1988,PLIPA1G141pp: h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p
1989,PPBNGS: 2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c
1990,PPC: co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
1991,PPCDC: 4ppcys_c + h_c --> co2_c + pan4p_c
1992,PPCK: atp_c + oaa_c --> adp_c + co2_c + pep_c
1993,PPCSCT: ppcoa_c + succ_c --> ppa_c + succoa_c
1994,PLIPA1G160pp: h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p
1995,PLIPA1G161pp: h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
1996,N2Otex: n2o_e <=> n2o_p
1997,PLIPA1G180pp: h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
1998,PLIPA1G181pp: h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
1999,PPGPPDP: h2o_c + ppgpp_c --> gdp_c + ppi_c
2000,PPK2: atp_c + ppi_c <=> adp_c + pppi_c
2001,PPK: atp_c + pi_c <=> adp_c + ppi_c
2002,N2Otpp: n2o_p <=> n2o_c
2003,PPM: r1p_c <=> r5p_c
2004,PPM2: 2dr1p_c <=> 2dr5p_c
2005,NACODA: acg5sa_c + h2o_c --> ac_c + glu5sa_c
2006,PPNCL2: 4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c
2007,PPND: nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c
2008,PPNDH: h_c + pphn_c --> co2_c + h2o_c + phpyr_c
2009,PROGLYtex: progly_e <=> progly_p
2010,PROTRS: atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c
2011,PROabcpp: atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
2012,PROt2rpp: h_p + pro__L_p <=> h_c + pro__L_c
2013,PROt4pp: na1_p + pro__L_p --> na1_c + pro__L_c
2014,PROtex: pro__L_e <=> pro__L_p
2015,PPPGO: 1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
2016,PPPGO3: 3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
2017,PPPNDO: h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c
2018,PPPNt2rpp: h_p + pppn_p <=> h_c + pppn_c
2019,PPPNtex: pppn_e <=> pppn_p
2020,PPS: atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c
2021,PRPPS: atp_c + r5p_c <=> amp_c + h_c + prpp_c
2022,PSCLYSt2pp: h_p + psclys_p --> h_c + psclys_c
2023,PSCLYStex: psclys_e <=> psclys_p
2024,PPTHpp: h2o_p + ppt_p --> h2_p + pi_p
2025,PPTtex: ppt_e <=> ppt_p
2026,PSCVT: pep_c + skm5p_c <=> 3psme_c + pi_c
2027,NACtex: nac_e <=> nac_p
2028,PSD120: h_c + ps120_c --> co2_c + pe120_c
2029,PSD140: h_c + ps140_c --> co2_c + pe140_c
2030,PSD141: h_c + ps141_c --> co2_c + pe141_c
2031,PRAGSr: atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c
2032,PRAIS: atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
2033,PRAIi: pran_c --> 2cpr5p_c
2034,PRAMPC: h2o_c + prbamp_c --> prfp_c
2035,NACtpp: nac_p --> nac_c
2036,PRASCSi: 5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
2037,PRATPP: h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
2038,PSD160: h_c + ps160_c --> co2_c + pe160_c
2039,PSD161: h_c + ps161_c --> co2_c + pe161_c
2040,PSD180: h_c + ps180_c --> co2_c + pe180_c
2041,PRFGS: atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c
2042,PRMICI: prfp_c <=> prlp_c
2043,PROD2: fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c
2044,PROGLYabcpp: atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
2045,PSD181: h_c + ps181_c --> co2_c + pe181_c
2046,PSERT: 3php_c + glu__L_c --> akg_c + pser__L_c
2047,PSERtex: pser__L_e <=> pser__L_p
2048,PSP_L: h2o_c + pser__L_c --> pi_c + ser__L_c
2049,PSP_Lpp: h2o_p + pser__L_p --> pi_p + ser__L_p
2050,NADDP: h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
2051,PSSA120: cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c
2052,PSSA140: cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2053,RBK: atp_c + rib__D_c --> adp_c + h_c + r5p_c
2054,NADH10: h_c + mqn8_c + nadh_c --> mql8_c + nad_c
2055,RBK_L1: atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c
2056,PSSA141: cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
2057,PSSA160: cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c
2058,RBP4E: ru5p__L_c <=> xu5p__D_c
2059,RHAT1: dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c
2060,PSSA161: cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
2061,NADH16pp: 4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c
2062,PSSA180: cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
2063,RHCCE: rhcys_c --> dhptd_c + hcys__L_c
2064,RIBabcpp: atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
2065,RIBtex: rib__D_e <=> rib__D_p
2066,PSSA181: cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c
2067,RMI: rmn_c <=> rml_c
2068,NADH17pp: 4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c
2069,RMK: atp_c + rml_c --> adp_c + h_c + rml1p_c
2070,RMNtex: rmn_e <=> rmn_p
2071,PTA2: pi_c + ppcoa_c --> coa_c + ppap_c
2072,PTAr: accoa_c + pi_c <=> actp_c + coa_c
2073,PTHRpp: h2o_p + thrp_p --> pi_p + thr__L_p
2074,PTPATi: atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
2075,PTRCORNt7pp: orn_c + ptrc_p <=> orn_p + ptrc_c
2076,PTRCTA: akg_c + ptrc_c --> 4abutn_c + glu__L_c
2077,PTRCabcpp: atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
2078,RMNtpp: h_p + rmn_p --> h_c + rmn_c
2079,RMPA: rml1p_c <=> dhap_c + lald__L_c
2080,RNDR1: adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
2081,RNDR1b: adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
2082,RNDR2: gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
2083,PTRCt2pp: h_p + ptrc_p --> h_c + ptrc_c
2084,PTRCtex: ptrc_e <=> ptrc_p
2085,RNDR2b: gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
2086,PUNP1: adn_c + pi_c <=> ade_c + r1p_c
2087,NADH18pp: 2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c
2088,PUNP2: dad_2_c + pi_c <=> 2dr1p_c + ade_c
2089,PUNP3: gsn_c + pi_c <=> gua_c + r1p_c
2090,PUNP4: dgsn_c + pi_c <=> 2dr1p_c + gua_c
2091,RNDR3: cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
2092,RNDR3b: cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
2093,RNDR4: trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
2094,RNDR4b: grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
2095,RNTR1c: atp_c + fldrd_c --> datp_c + fldox_c + h2o_c
2096,RNTR2c: fldrd_c + gtp_c --> dgtp_c + fldox_c + h2o_c
2097,PUNP5: ins_c + pi_c <=> hxan_c + r1p_c
2098,PUNP6: din_c + pi_c <=> 2dr1p_c + hxan_c
2099,PUNP7: pi_c + xtsn_c <=> r1p_c + xan_c
2100,PYAM5PO: h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c
2101,PYDAMK: atp_c + pydam_c --> adp_c + h_c + pyam5p_c
2102,RNTR3c: ctp_c + fldrd_c --> dctp_c + fldox_c + h2o_c
2103,RNTR4c: fldrd_c + utp_c --> dutp_c + fldox_c + h2o_c
2104,RPE: ru5p__D_c <=> xu5p__D_c
2105,RPI: r5p_c <=> ru5p__D_c
2106,RZ5PP: 5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
2107,PYDXK: atp_c + pydx_c --> adp_c + h_c + pydx5p_c
2108,PYDXNK: atp_c + pydxn_c --> adp_c + h_c + pdx5p_c
2109,S7PI: s7p_c --> gmhep7p_c
2110,NADH5: h_c + nadh_c + q8_c --> nad_c + q8h2_c
2111,SADH: 2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c
2112,SADT2: atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
2113,SARCOX: h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
2114,SBTPD: nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c
2115,PYDXPP: h2o_c + pydx5p_c --> pi_c + pydx_c
2116,PYK: adp_c + h_c + pep_c --> atp_c + pyr_c
2117,PYNP2r: pi_c + uri_c <=> r1p_c + ura_c
2118,PYRt2rpp: h_p + pyr_p <=> h_c + pyr_c
2119,PYRtex: pyr_e <=> pyr_p
2120,SBTptspp: pep_c + sbt__D_p --> pyr_c + sbt6p_c
2121,SBTtex: sbt__D_e <=> sbt__D_p
2122,QMO2: 2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c
2123,SDPDS: h2o_c + sl26da_c --> 26dap_LL_c + succ_c
2124,QMO3: mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c
2125,NADH9: 2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
2126,QULNS: dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
2127,R15BPK: atp_c + r15bp_c --> adp_c + prpp_c
2128,SDPTA: akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
2129,SELCYSS: selnp_c + sertrna_sec_c --> h_c + pi_c + sectrna_c
2130,SELNPS: atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c
2131,SERASr: atp_c + h_c + ser__L_c <=> ppi_c + seramp_c
2132,SERAT: accoa_c + ser__L_c <=> acser_c + coa_c
2133,SERD_D: ser__D_c --> nh4_c + pyr_c
2134,SERD_L: ser__L_c --> nh4_c + pyr_c
2135,R1PK: atp_c + r1p_c --> adp_c + h_c + r15bp_c
2136,R5PP: h2o_c + r5p_c --> pi_c + rib__D_c
2137,R5PPpp: h2o_p + r5p_p --> pi_p + rib__D_p
2138,R5Ptex: r5p_e <=> r5p_p
2139,RBFK: atp_c + ribflv_c --> adp_c + fmn_c + h_c
2140,RBFSa: 4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
2141,RBFSb: 2.0 dmlz_c --> 4r5au_c + ribflv_c
2142,SERTRS: atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
2143,SERTRS2: atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_sec_c
2144,SERt2rpp: h_p + ser__L_p <=> h_c + ser__L_c
2145,NADK: atp_c + nad_c --> adp_c + h_c + nadp_c
2146,SERt4pp: na1_p + ser__L_p --> na1_c + ser__L_c
2147,SERtex: ser__L_e <=> ser__L_p
2148,SFGTHi: Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
2149,NADN: h2o_c + nad_c --> adprib_c + h_c + ncam_c
2150,SGDS: h2o_c + sucglu_c --> glu__L_c + succ_c
2151,SGSAD: h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c
2152,TDSK: atp_c + lipidAds_c --> adp_c + h_c + lipidA_c
2153,TDSR1: dsbcox_p + dsbdrd_c --> dsbcrd_p + dsbdox_c
2154,NADPHQR2: h_c + nadph_c + q8_c --> nadp_c + q8h2_c
2155,TDSR2: dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p
2156,TGBPA: tagdp__D_c <=> dhap_c + g3p_c
2157,SHCHCS2: ichor_c + ssaltpp_c --> 2shchc_c + pyr_c + thmpp_c
2158,SHCHD2: dscl_c + nad_c --> h_c + nadh_c + scl_c
2159,SHCHF: fe2_c + scl_c --> 3.0 h_c + sheme_c
2160,THD2pp: 2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c
2161,THDPS: h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
2162,SHK3Dr: 3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
2163,NADPHQR3: h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
2164,SHKK: atp_c + skm_c --> adp_c + h_c + skm5p_c
2165,SHSL1: cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c
2166,SKMt2pp: h_p + skm_p --> h_c + skm_c
2167,SKMtex: skm_e <=> skm_p
2168,SO2tex: so2_e <=> so2_p
2169,THIORDXi: h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
2170,THMDt2pp_copy1: h_p + thymd_p --> h_c + thymd_c
2171,THMDt2pp_copy2: h_p + thymd_p <=> h_c + thymd_c
2172,THMDtex: thymd_e <=> thymd_p
2173,THMabcpp: atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c
2174,THMtex: thm_e <=> thm_p
2175,THRA2: athr__L_c --> acald_c + gly_c
2176,SO2tpp: so2_p <=> so2_c
2177,SO3tex: so3_e <=> so3_p
2178,THRA: thr__L_c --> acald_c + gly_c
2179,SO4tex: so4_e <=> so4_p
2180,NADPHQR4: 2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
2181,SOTA: akg_c + sucorn_c --> glu__L_c + sucgsa_c
2182,SPMDAT1: accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
2183,THRD: nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c
2184,THRD_L: thr__L_c --> 2obut_c + nh4_c
2185,THRPtex: thrp_e <=> thrp_p
2186,THRS: h2o_c + phom_c --> pi_c + thr__L_c
2187,SPMDAT2: accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
2188,SPMDabcpp: atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
2189,THRTRS: atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
2190,SPMDtex: spmd_e <=> spmd_p
2191,NADPPPS: h2o_c + nadp_c --> nad_c + pi_c
2192,SPMS: ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
2193,THRabcpp: atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c
2194,THRt2pp: h_p + thr__L_c --> h_c + thr__L_p
2195,THRt2rpp: h_p + thr__L_p <=> h_c + thr__L_c
2196,SPODM: 2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
2197,SPODMpp: 2.0 h_p + 2.0 o2s_p --> h2o2_p + o2_p
2198,SSALx: h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c
2199,SSALy: h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
2200,THRt4pp: na1_p + thr__L_p --> na1_c + thr__L_c
2201,THRtex: thr__L_e <=> thr__L_p
2202,THYMt3pp: h_p + thym_c --> h_c + thym_p
2203,THYMtex: thym_e <=> thym_p
2204,THZPSN: atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c
2205,SUCBZL: atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c
2206,SUCBZS: 2shchc_c --> h2o_c + sucbz_c
2207,SUCCt2_2pp: 2.0 h_p + succ_p --> 2.0 h_c + succ_c
2208,TKT1: r5p_c + xu5p__D_c <=> g3p_c + s7p_c
2209,TKT2: e4p_c + xu5p__D_c <=> f6p_c + g3p_c
2210,SUCCt2_3pp: 3.0 h_p + succ_p --> 3.0 h_c + succ_c
2211,NADS1: atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c
2212,SUCCt3pp: h_p + succ_c --> h_c + succ_p
2213,SUCCtex: succ_e <=> succ_p
2214,SUCDi: q8_c + succ_c --> fum_c + q8h2_c
2215,TMAOR1: h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
2216,TMAOR1pp: h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p
2217,TMAOR2: 2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c
2218,SUCFUMtpp: fum_p + succ_c <=> fum_c + succ_p
2219,TMAOR2pp: 2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p
2220,SUCOAS: atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c
2221,NADTRHD: nad_c + nadph_c --> nadh_c + nadp_c
2222,SUCRtex: sucr_e <=> sucr_p
2223,SUCptspp: pep_c + sucr_p --> pyr_c + suc6p_c
2224,SULFACabcpp: atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
2225,TMAOtex: tmao_e <=> tmao_p
2226,TMAtex: tma_e <=> tma_p
2227,TMDK1: atp_c + thymd_c --> adp_c + dtmp_c + h_c
2228,TMDPP: pi_c + thymd_c <=> 2dr1p_c + thym_c
2229,TMDS: dump_c + mlthf_c --> dhf_c + dtmp_c
2230,TMK: atp_c + thm_c --> adp_c + h_c + thmmp_c
2231,TMPK: atp_c + thmmp_c --> adp_c + thmpp_c
2232,TMPPP: 2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
2233,TPI: dhap_c <=> g3p_c
2234,TPRDCOAS: atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
2235,SULFACtex: sulfac_e <=> sulfac_p
2236,SULR: 5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c
2237,SULabcpp: atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
2238,T2DECAI: tdec2eACP_c <=> cdec3eACP_c
2239,TAGURr: altrn_c + nad_c <=> h_c + nadh_c + tagur_c
2240,TALA: g3p_c + s7p_c <=> e4p_c + f6p_c
2241,TARTD: tartr__L_c --> h2o_c + oaa_c
2242,TARTRt7pp: succ_c + tartr__L_p <=> succ_p + tartr__L_c
2243,TARTRtex: tartr__L_e <=> tartr__L_p
2244,TRDR: h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
2245,TRE6PH: h2o_c + tre6p_c --> g6p_c + glc__D_c
2246,TRE6PP: h2o_c + tre6p_c --> pi_c + tre_c
2247,TRE6PS: g6p_c + udpg_c --> h_c + tre6p_c + udp_c
2248,TREH: h2o_c + tre_c --> 2.0 glc__D_c
2249,TAUDO: akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c
2250,TAURabcpp: atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c
2251,TREHpp: h2o_p + tre_p --> 2.0 glc__D_p
2252,NAMNPP: atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c
2253,TREptspp: pep_c + tre_p --> pyr_c + tre6p_c
2254,TREtex: tre_e <=> tre_p
2255,TRPAS2: h2o_c + trp__L_c <=> indole_c + nh4_c + pyr_c
2256,TRPS1: 3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
2257,TAURtex: taur_e <=> taur_p
2258,TCYNTtex: tcynt_e <=> tcynt_p
2259,CTECOAI6: tdecoa_c --> td2coa_c
2260,TDP: h2o_c + thmpp_c --> h_c + pi_c + thmmp_c
2261,TDPADGAT: accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c
2262,TDPAGTA: dtdp4d6dg_c + glu__L_c --> akg_c + dtdp4addg_c
2263,TDPDRE: dtdp4d6dg_c --> dtdp4d6dm_c
2264,TDPDRR: dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
2265,TRPS2: indole_c + ser__L_c --> h2o_c + trp__L_c
2266,TRPS3: 3ig3p_c --> g3p_c + indole_c
2267,TRPTRS: atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c
2268,TRPt2rpp: h_p + trp__L_p <=> h_c + trp__L_c
2269,UPPDC1: 4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c
2270,TDPGDH: dtdpglu_c --> dtdp4d6dg_c + h2o_c
2271,NAt3_1p5pp: 3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p
2272,TRPtex: trp__L_e <=> trp__L_p
2273,TRSARr: 2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c
2274,TSULabcpp: atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c
2275,UPPRT: prpp_c + ura_c --> ppi_c + ump_c
2276,URAt2pp_copy1: h_p + ura_p --> h_c + ura_c
2277,TSULtex: tsul_e <=> tsul_p
2278,URAt2pp_copy2: h_p + ura_p <=> h_c + ura_c
2279,NAt3_2pp: 2.0 h_p + na1_c --> 2.0 h_c + na1_p
2280,URAtex: ura_e <=> ura_p
2281,URDGLYCD: nad_c + urdglyc_c --> h_c + nadh_c + oxur_c
2282,TTDCAtexi: ttdca_e --> ttdca_p
2283,TTDCEAtexi: ttdcea_e --> ttdcea_p
2284,TUNGSabcpp: atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c
2285,UREAtex: urea_e <=> urea_p
2286,TUNGStex: tungs_e <=> tungs_p
2287,UREAtpp: urea_p <=> urea_c
2288,NAt3pp: h_p + na1_c --> h_c + na1_p
2289,URIC: 2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
2290,URIDK2r: atp_c + dump_c <=> adp_c + dudp_c
2291,TYMtex: tym_e <=> tym_p
2292,TYROXDApp: h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p
2293,TYRPpp: h2o_p + tyrp_p --> pi_p + tyr__L_p
2294,TYRPtex: tyrp_e <=> tyrp_p
2295,TYRTA: akg_c + tyr__L_c <=> 34hpp_c + glu__L_c
2296,TYRTRS: atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c
2297,TYRt2rpp: h_p + tyr__L_p <=> h_c + tyr__L_c
2298,URIH: h2o_c + uri_c --> rib__D_c + ura_c
2299,URIK2: gtp_c + uri_c --> gdp_c + h_c + ump_c
2300,URIt2pp_copy1: h_p + uri_p --> h_c + uri_c
2301,URIt2pp_copy2: h_p + uri_p <=> h_c + uri_c
2302,URItex: uri_e <=> uri_p
2303,USHD: h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c
2304,VALTA: akg_c + val__L_c <=> 3mob_c + glu__L_c
2305,TYRtex: tyr__L_e <=> tyr__L_p
